Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2,2012-03-02,58.79,3.63,23901.27,2144.70,9.00,9799.63,4929.53,220.49,7.06,FALSE
2,2012-03-09,57.11,3.669,11784.91,368.32,3.00,2498.17,7746.00,220.70,7.06,FALSE
2,2012-03-16,63.68,3.734,5965.99,230.42,3.00,2650.77,2073.81,220.85,7.06,FALSE
2,2012-03-23,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.92,7.06,FALSE
2,2012-03-30,66.83,3.845,14369.30,164.77,17.00,1017.31,3470.49,221.00,7.06,FALSE
2,2012-04-06,68.43,3.891,12132.59,1.30,32.58,4874.69,5535.13,221.07,6.89,FALSE
2,2012-04-13,68.08,3.891,8994.04,6573.08,20.21,4162.20,1966.38,221.15,6.89,FALSE
2,2012-04-20,65.69,3.877,7311.02,2236.20,33.53,878.07,4080.32,221.20,6.89,FALSE
2,2012-04-27,67.20,3.814,3076.68,NA,38.32,108.71,2708.90,221.26,6.89,FALSE
2,2012-05-04,76.73,3.749,23731.47,NA,78.09,7931.42,4443.52,221.31,6.89,FALSE
2,2012-05-11,73.87,3.688,16519.50,NA,117.38,5131.02,3634.25,221.36,6.89,FALSE
2,2012-05-18,71.27,3.63,9262.12,NA,42.67,3694.80,4612.01,221.38,6.89,FALSE
2,2012-05-25,78.19,3.561,10701.32,NA,1030.53,3595.04,14920.27,221.38,6.89,FALSE
2,2012-06-01,78.38,3.501,13091.33,21.00,245.37,2993.15,5521.72,221.39,6.89,FALSE
2,2012-06-08,78.69,3.452,12162.04,463.60,78.39,3610.78,10877.64,221.39,6.89,FALSE
2,2012-06-15,80.56,3.393,8573.41,195.00,0.19,4455.38,5288.61,221.40,6.89,FALSE
2,2012-06-22,81.04,3.346,12126.02,314.00,60.99,6058.60,36430.33,221.44,6.89,FALSE
2,2012-06-29,86.32,3.286,8495.34,275.80,NA,1935.16,5686.13,221.48,6.89,FALSE
2,2012-07-06,84.20,3.227,12355.50,295.05,100.15,6720.40,5506.53,221.52,6.57,FALSE
2,2012-07-13,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.56,6.57,FALSE
2,2012-07-20,83.23,3.311,6961.58,241.20,24.97,3401.36,2453.42,221.57,6.57,FALSE
2,2012-07-27,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.58,6.57,FALSE
2,2012-08-03,90.22,3.417,27650.68,164.58,43.02,21801.90,6652.98,221.59,6.57,FALSE
2,2012-08-10,88.55,3.494,5554.54,142.30,13.43,4187.43,5286.19,221.60,6.57,FALSE
2,2012-08-17,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.68,6.57,FALSE
2,2012-08-24,76.91,3.62,4759.70,211.38,6.62,2972.88,5102.26,221.81,6.57,FALSE
2,2012-08-31,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.50,221.94,6.57,FALSE
2,2012-09-07,87.65,3.73,10658.86,149.28,60.97,2920.90,3275.57,222.07,6.57,TRUE
2,2012-09-14,75.88,3.717,8325.93,NA,37.32,1808.69,9314.55,222.22,6.57,FALSE
2,2012-09-21,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,222.42,6.57,FALSE
2,2012-09-28,79.45,3.666,7106.05,1.91,1.65,1549.10,3946.03,222.62,6.57,FALSE
2,2012-10-05,70.27,3.617,6037.76,NA,10.04,3027.37,3853.40,222.82,6.17,FALSE
2,2012-10-12,60.97,3.601,2145.50,NA,33.31,586.83,10421.01,223.02,6.17,FALSE
2,2012-10-19,68.08,3.594,4461.89,NA,1.14,1579.67,2642.29,223.06,6.17,FALSE
2,2012-10-26,69.79,3.506,6152.59,129.77,200.00,272.29,2924.15,223.08,6.17,FALSE
2,2012-11-02,56.40,3.386,9585.99,6181.03,32.40,1571.20,4510.08,223.10,6.17,FALSE
2,2012-11-09,61.90,3.314,9497.69,2711.51,109.45,7185.16,6480.49,223.12,6.17,FALSE
2,2012-11-16,52.72,3.252,26925.38,285.03,101.44,2014.28,8732.45,223.15,6.17,FALSE
2,2012-11-23,58.06,3.211,2280.54,2.49,105146.30,927.97,1253.85,223.20,6.17,TRUE
2,2012-11-30,52.64,3.207,4764.84,NA,4748.06,200.48,6088.49,223.24,6.17,FALSE
2,2012-12-07,64.19,3.198,7303.66,NA,460.32,2352.61,14872.79,223.29,6.17,FALSE
2,2012-12-14,47.69,3.168,5550.46,NA,50.00,871.41,2419.54,223.35,6.17,FALSE
2,2012-12-21,55.14,3.098,5692.66,248.76,312.92,594.17,2167.73,223.47,6.17,FALSE
2,2012-12-28,41.56,3.108,13194.12,56549.69,377.76,115.89,3479.80,223.59,6.17,TRUE
2,2013-01-04,39.12,3.161,2045.13,34381.53,26.36,159.76,3863.31,223.71,6.24,FALSE
2,2013-01-11,47.42,3.243,6722.95,12098.17,13.68,1067.36,5383.20,223.83,6.24,FALSE
2,2013-01-18,40.98,3.237,3737.16,3047.90,9.26,49.14,2758.10,223.87,6.24,FALSE
2,2013-01-25,51.33,3.227,1599.61,1605.81,0.60,161.21,1963.72,223.87,6.24,FALSE
2,2013-02-01,54.75,3.244,13078.90,1642.02,545.20,12725.35,5002.74,223.87,6.24,FALSE
2,2013-02-08,56.08,3.417,63622.34,687.56,358.29,44824.98,8167.67,223.87,6.24,TRUE
2,2013-02-15,48.92,3.475,16105.39,6019.52,11.33,5982.79,7043.58,223.91,6.24,FALSE
2,2013-02-22,48.16,3.597,6907.35,4354.20,16.58,1054.97,3019.84,224.05,6.24,FALSE
2,2013-03-01,46.08,3.711,6023.68,439.60,4.40,56.86,4416.82,224.20,6.24,FALSE
2,2013-03-08,51.12,3.658,24134.43,54.43,136.70,7235.69,6441.67,224.34,6.24,FALSE
2,2013-03-15,55.14,3.622,7640.00,NA,29.43,1461.60,1824.17,224.47,6.24,FALSE
2,2013-03-22,59.97,3.611,11184.28,NA,853.30,3319.20,3870.64,224.55,6.24,FALSE
2,2013-03-29,50.54,3.606,8248.47,NA,769.51,774.08,3513.62,224.64,6.24,FALSE
2,2013-04-05,58.30,3.583,16944.64,4983.34,411.07,2378.92,3007.06,224.72,6.11,FALSE
2,2013-04-12,61.23,3.529,10165.99,395.13,66.86,1537.62,3122.19,224.80,6.11,FALSE
2,2013-04-19,67.05,3.451,6858.52,12.72,104.72,219.88,2640.86,224.80,6.11,FALSE
2,2013-04-26,58.13,3.417,2782.18,11.92,146.45,461.83,2046.53,224.80,6.11,FALSE
2,2013-05-03,65.26,3.386,12613.71,21.98,120.42,4940.30,2407.24,NA,NA,FALSE
2,2013-05-10,63.51,3.392,7793.30,706.58,76.82,2788.92,35238.98,NA,NA,FALSE
2,2013-05-17,70.55,3.454,6242.52,423.82,9.06,1470.25,4390.07,NA,NA,FALSE
2,2013-05-24,76.83,3.494,6252.19,358.76,1665.35,797.59,3837.10,NA,NA,FALSE
2,2013-05-31,78.05,3.466,2670.48,188.50,289.22,1258.68,1601.41,NA,NA,FALSE
2,2013-06-07,76.20,3.439,13644.90,900.33,221.40,8826.14,7275.75,NA,NA,FALSE
2,2013-06-14,80.91,3.431,9784.10,548.27,674.60,2966.31,5282.33,NA,NA,FALSE
2,2013-06-21,81.11,3.479,7896.26,491.02,371.73,7426.29,3043.81,NA,NA,FALSE
2,2013-06-28,85.37,3.495,8638.45,2457.32,9.00,4713.20,9079.05,NA,NA,FALSE
2,2013-07-05,79.48,3.422,11651.46,4984.50,2024.67,15196.91,2862.06,NA,NA,FALSE
2,2013-07-12,85.41,3.4,7527.10,1244.78,84.18,2626.70,3881.66,NA,NA,FALSE
2,2013-07-19,79.16,3.556,3313.12,723.52,94.85,1224.91,2471.69,NA,NA,FALSE
2,2013-07-26,83.17,3.62,1966.46,609.55,91.00,493.60,2416.20,NA,NA,FALSE
3,2010-02-05,45.71,2.572,NA,NA,NA,NA,NA,214.42,7.37,FALSE
3,2010-02-12,47.93,2.548,NA,NA,NA,NA,NA,214.57,7.37,TRUE
3,2010-02-19,47.07,2.514,NA,NA,NA,NA,NA,214.62,7.37,FALSE
3,2010-02-26,52.05,2.561,NA,NA,NA,NA,NA,214.65,7.37,FALSE
3,2010-03-05,53.04,2.625,NA,NA,NA,NA,NA,214.68,7.37,FALSE
3,2010-03-12,63.08,2.667,NA,NA,NA,NA,NA,214.70,7.37,FALSE
3,2010-03-19,60.42,2.72,NA,NA,NA,NA,NA,214.53,7.37,FALSE
3,2010-03-26,57.06,2.732,NA,NA,NA,NA,NA,214.32,7.37,FALSE
3,2010-04-02,65.56,2.719,NA,NA,NA,NA,NA,214.12,7.34,FALSE
3,2010-04-09,68.00,2.77,NA,NA,NA,NA,NA,213.91,7.34,FALSE
3,2010-04-16,66.98,2.808,NA,NA,NA,NA,NA,213.77,7.34,FALSE
3,2010-04-23,67.87,2.795,NA,NA,NA,NA,NA,213.72,7.34,FALSE
3,2010-04-30,70.24,2.78,NA,NA,NA,NA,NA,213.67,7.34,FALSE
3,2010-05-07,73.47,2.835,NA,NA,NA,NA,NA,213.62,7.34,FALSE
3,2010-05-14,77.18,2.854,NA,NA,NA,NA,NA,213.62,7.34,FALSE
3,2010-05-21,75.81,2.826,NA,NA,NA,NA,NA,213.91,7.34,FALSE
3,2010-05-28,78.60,2.759,NA,NA,NA,NA,NA,214.20,7.34,FALSE
3,2010-06-04,78.53,2.705,NA,NA,NA,NA,NA,214.50,7.34,FALSE
3,2010-06-11,82.10,2.668,NA,NA,NA,NA,NA,214.79,7.34,FALSE
3,2010-06-18,83.52,2.637,NA,NA,NA,NA,NA,214.79,7.34,FALSE
3,2010-06-25,83.79,2.653,NA,NA,NA,NA,NA,214.67,7.34,FALSE
3,2010-07-02,82.20,2.669,NA,NA,NA,NA,NA,214.55,7.35,FALSE
3,2010-07-09,81.75,2.642,NA,NA,NA,NA,NA,214.43,7.35,FALSE
3,2010-07-16,84.32,2.623,NA,NA,NA,NA,NA,214.42,7.35,FALSE
3,2010-07-23,83.32,2.608,NA,NA,NA,NA,NA,214.56,7.35,FALSE
3,2010-07-30,82.04,2.64,NA,NA,NA,NA,NA,214.70,7.35,FALSE
3,2010-08-06,85.13,2.627,NA,NA,NA,NA,NA,214.83,7.35,FALSE
3,2010-08-13,86.74,2.692,NA,NA,NA,NA,NA,214.97,7.35,FALSE
3,2010-08-20,88.02,2.664,NA,NA,NA,NA,NA,214.93,7.35,FALSE
3,2010-08-27,86.15,2.619,NA,NA,NA,NA,NA,214.89,7.35,FALSE
3,2010-09-03,84.16,2.577,NA,NA,NA,NA,NA,214.85,7.35,FALSE
3,2010-09-10,80.84,2.565,NA,NA,NA,NA,NA,214.81,7.35,TRUE
3,2010-09-17,82.36,2.582,NA,NA,NA,NA,NA,214.83,7.35,FALSE
3,2010-09-24,76.90,2.624,NA,NA,NA,NA,NA,214.91,7.35,FALSE
3,2010-10-01,73.60,2.603,NA,NA,NA,NA,NA,214.98,7.56,FALSE
3,2010-10-08,66.99,2.633,NA,NA,NA,NA,NA,215.06,7.56,FALSE
3,2010-10-15,69.71,2.72,NA,NA,NA,NA,NA,215.13,7.56,FALSE
3,2010-10-22,71.64,2.725,NA,NA,NA,NA,NA,215.18,7.56,FALSE
3,2010-10-29,72.04,2.716,NA,NA,NA,NA,NA,215.23,7.56,FALSE
3,2010-11-05,62.94,2.689,NA,NA,NA,NA,NA,215.28,7.56,FALSE
3,2010-11-12,62.79,2.728,NA,NA,NA,NA,NA,215.33,7.56,FALSE
3,2010-11-19,57.72,2.771,NA,NA,NA,NA,NA,215.21,7.56,FALSE
3,2010-11-26,68.71,2.735,NA,NA,NA,NA,NA,215.06,7.56,TRUE
3,2010-12-03,53.76,2.708,NA,NA,NA,NA,NA,214.92,7.56,FALSE
3,2010-12-10,51.13,2.843,NA,NA,NA,NA,NA,214.77,7.56,FALSE
3,2010-12-17,52.20,2.869,NA,NA,NA,NA,NA,214.70,7.56,FALSE
3,2010-12-24,57.16,2.886,NA,NA,NA,NA,NA,214.70,7.56,FALSE
3,2010-12-31,53.20,2.943,NA,NA,NA,NA,NA,214.70,7.56,TRUE
3,2011-01-07,53.35,2.976,NA,NA,NA,NA,NA,214.70,7.55,FALSE
3,2011-01-14,44.76,2.983,NA,NA,NA,NA,NA,214.75,7.55,FALSE
3,2011-01-21,50.74,3.016,NA,NA,NA,NA,NA,215.13,7.55,FALSE
3,2011-01-28,48.71,3.01,NA,NA,NA,NA,NA,215.51,7.55,FALSE
3,2011-02-04,45.95,2.989,NA,NA,NA,NA,NA,215.89,7.55,FALSE
3,2011-02-11,43.57,3.022,NA,NA,NA,NA,NA,216.27,7.55,TRUE
3,2011-02-18,61.58,3.045,NA,NA,NA,NA,NA,216.58,7.55,FALSE
3,2011-02-25,67.40,3.065,NA,NA,NA,NA,NA,216.88,7.55,FALSE
3,2011-03-04,65.11,3.288,NA,NA,NA,NA,NA,217.17,7.55,FALSE
3,2011-03-11,61.29,3.459,NA,NA,NA,NA,NA,217.47,7.55,FALSE
3,2011-03-18,69.47,3.488,NA,NA,NA,NA,NA,217.72,7.55,FALSE
3,2011-03-25,72.94,3.473,NA,NA,NA,NA,NA,217.97,7.55,FALSE
3,2011-04-01,68.76,3.524,NA,NA,NA,NA,NA,218.21,7.57,FALSE
3,2011-04-08,72.55,3.622,NA,NA,NA,NA,NA,218.46,7.57,FALSE
3,2011-04-15,75.88,3.743,NA,NA,NA,NA,NA,218.68,7.57,FALSE
3,2011-04-22,76.91,3.807,NA,NA,NA,NA,NA,218.85,7.57,FALSE
3,2011-04-29,78.69,3.81,NA,NA,NA,NA,NA,219.02,7.57,FALSE
3,2011-05-06,69.45,3.906,NA,NA,NA,NA,NA,219.20,7.57,FALSE
3,2011-05-13,79.87,3.899,NA,NA,NA,NA,NA,219.37,7.57,FALSE
3,2011-05-20,75.79,3.907,NA,NA,NA,NA,NA,219.13,7.57,FALSE
3,2011-05-27,84.41,3.786,NA,NA,NA,NA,NA,218.89,7.57,FALSE
3,2011-06-03,84.29,3.699,NA,NA,NA,NA,NA,218.64,7.57,FALSE
3,2011-06-10,84.84,3.648,NA,NA,NA,NA,NA,218.40,7.57,FALSE
3,2011-06-17,86.96,3.637,NA,NA,NA,NA,NA,218.36,7.57,FALSE
3,2011-06-24,84.94,3.594,NA,NA,NA,NA,NA,218.45,7.57,FALSE
3,2011-07-01,85.10,3.524,NA,NA,NA,NA,NA,218.55,7.57,FALSE
3,2011-07-08,85.38,3.48,NA,NA,NA,NA,NA,218.64,7.57,FALSE
3,2011-07-15,87.14,3.575,NA,NA,NA,NA,NA,218.73,7.57,FALSE
3,2011-07-22,86.19,3.651,NA,NA,NA,NA,NA,218.79,7.57,FALSE
3,2011-07-29,88.07,3.682,NA,NA,NA,NA,NA,218.84,7.57,FALSE
3,2011-08-05,88.45,3.684,NA,NA,NA,NA,NA,218.90,7.57,FALSE
3,2011-08-12,88.88,3.638,NA,NA,NA,NA,NA,218.96,7.57,FALSE
3,2011-08-19,88.44,3.554,NA,NA,NA,NA,NA,219.02,7.57,FALSE
3,2011-08-26,87.67,3.523,NA,NA,NA,NA,NA,219.09,7.57,FALSE
3,2011-09-02,89.12,3.533,NA,NA,NA,NA,NA,219.15,7.57,FALSE
3,2011-09-09,81.72,3.546,NA,NA,NA,NA,NA,219.21,7.57,TRUE
3,2011-09-16,83.63,3.526,NA,NA,NA,NA,NA,219.40,7.57,FALSE
3,2011-09-23,80.19,3.467,NA,NA,NA,NA,NA,219.74,7.57,FALSE
3,2011-09-30,82.58,3.355,NA,NA,NA,NA,NA,220.09,7.57,FALSE
3,2011-10-07,75.54,3.285,NA,NA,NA,NA,NA,220.43,7.20,FALSE
3,2011-10-14,73.75,3.274,NA,NA,NA,NA,NA,220.75,7.20,FALSE
3,2011-10-21,69.03,3.353,NA,NA,NA,NA,NA,220.91,7.20,FALSE
3,2011-10-28,71.04,3.372,NA,NA,NA,NA,NA,221.08,7.20,FALSE
3,2011-11-04,59.31,3.332,NA,NA,NA,NA,NA,221.25,7.20,FALSE
3,2011-11-11,61.70,3.297,8787.59,2006.62,200.01,570.57,1005.33,221.41,7.20,FALSE
3,2011-11-18,63.91,3.308,1383.53,23.27,19.95,865.09,2926.05,221.64,7.20,FALSE
3,2011-11-25,68.00,3.236,41.74,10.47,37612.74,NA,135.16,221.90,7.20,TRUE
3,2011-12-02,54.97,3.172,850.86,18.94,781.71,394.29,7297.10,222.16,7.20,FALSE
3,2011-12-09,49.26,3.158,4059.38,6.47,123.42,833.44,3018.08,222.42,7.20,FALSE
3,2011-12-16,57.95,3.159,1864.61,NA,170.36,187.42,1500.38,222.64,7.20,FALSE
3,2011-12-23,53.41,3.112,89.98,0.24,411.52,NA,586.66,222.83,7.20,FALSE
3,2011-12-30,48.29,3.129,1449.16,14356.07,66.66,81.43,777.35,223.01,7.20,TRUE
3,2012-01-06,52.42,3.157,3824.22,9389.98,15.00,415.36,1476.85,223.19,6.83,FALSE
3,2012-01-13,51.86,3.261,3927.76,3323.64,NA,226.97,1725.19,223.38,6.83,FALSE
3,2012-01-20,56.20,3.268,720.82,1629.26,1.46,16.05,799.50,223.47,6.83,FALSE
3,2012-01-27,58.06,3.29,774.55,349.99,NA,4.00,328.72,223.56,6.83,FALSE
3,2012-02-03,59.33,3.36,9667.50,268.29,0.60,8368.15,804.24,223.66,6.83,FALSE
3,2012-02-10,51.65,3.409,8687.47,1594.87,2.20,2144.87,2577.83,223.75,6.83,TRUE
3,2012-02-17,52.39,3.51,2706.87,3128.74,1.88,2396.68,1631.28,223.92,6.83,FALSE
3,2012-02-24,60.12,3.555,6129.28,1802.84,NA,301.48,1929.71,224.13,6.83,FALSE
3,2012-03-02,61.65,3.63,3552.58,601.32,NA,2666.22,1524.87,224.35,6.83,FALSE
3,2012-03-09,60.71,3.669,8368.50,298.46,1.39,1340.29,1416.22,224.56,6.83,FALSE
3,2012-03-16,64.00,3.734,2588.06,80.89,3.20,909.76,491.83,224.72,6.83,FALSE
3,2012-03-23,66.53,3.787,737.08,36.10,1.43,92.11,583.90,224.79,6.83,FALSE
3,2012-03-30,69.36,3.845,825.10,99.83,1.25,113.25,388.39,224.87,6.83,FALSE
3,2012-04-06,73.01,3.891,4433.71,NA,24.45,1282.30,1062.83,224.94,6.66,FALSE
3,2012-04-13,72.83,3.891,5359.22,1673.42,3.00,682.03,1371.55,225.01,6.66,FALSE
3,2012-04-20,72.05,3.877,2784.82,130.68,1.75,425.29,904.80,225.07,6.66,FALSE
3,2012-04-27,73.39,3.814,1178.70,NA,2.95,36.50,351.97,225.12,6.66,FALSE
3,2012-05-04,79.51,3.749,2430.23,NA,30.92,1159.71,1432.53,225.18,6.66,FALSE
3,2012-05-11,75.19,3.688,3794.95,NA,0.25,813.77,618.46,225.24,6.66,FALSE
3,2012-05-18,72.38,3.63,3208.73,NA,0.30,143.23,805.06,225.25,6.66,FALSE
3,2012-05-25,78.58,3.561,3032.03,NA,291.17,536.82,580.87,225.25,6.66,FALSE
3,2012-06-01,81.55,3.501,2664.55,10.00,220.03,618.49,1940.77,225.25,6.66,FALSE
3,2012-06-08,81.65,3.452,5770.48,28.60,30.18,283.70,2093.48,225.25,6.66,FALSE
3,2012-06-15,84.66,3.393,2014.47,31.80,1.00,631.17,835.34,225.26,6.66,FALSE
3,2012-06-22,82.70,3.346,1843.45,11.20,0.51,421.71,1743.54,225.31,6.66,FALSE
3,2012-06-29,86.42,3.286,2297.32,8.00,NA,395.28,1182.52,225.35,6.66,FALSE
3,2012-07-06,83.14,3.227,2625.99,30.70,28.16,703.16,1962.17,225.39,6.33,FALSE
3,2012-07-13,82.28,3.256,3196.90,20.80,2.02,302.29,451.10,225.43,6.33,FALSE
3,2012-07-20,81.38,3.311,1266.72,66.20,3.83,149.62,558.02,225.44,6.33,FALSE
3,2012-07-27,84.94,3.407,3447.28,31.00,2.46,1791.70,1107.97,225.45,6.33,FALSE
3,2012-08-03,86.55,3.417,5683.49,37.20,0.04,2484.22,639.29,225.46,6.33,FALSE
3,2012-08-10,85.85,3.494,3375.44,28.40,2.40,1880.43,555.90,225.47,6.33,FALSE
3,2012-08-17,87.36,3.571,990.08,44.20,NA,401.46,430.69,225.56,6.33,FALSE
3,2012-08-24,83.01,3.62,3062.02,26.80,NA,1004.51,1285.29,225.69,6.33,FALSE
3,2012-08-31,85.18,3.638,6599.69,27.80,24.70,1743.76,428.74,225.83,6.33,FALSE
3,2012-09-07,84.99,3.73,2266.83,19.00,8.31,419.87,926.86,225.97,6.33,TRUE
3,2012-09-14,78.36,3.717,3589.70,NA,3.72,2080.29,1760.69,226.11,6.33,FALSE
3,2012-09-21,72.78,3.721,3233.34,1.91,7.69,878.66,1602.11,226.32,6.33,FALSE
3,2012-09-28,77.46,3.666,2493.82,NA,1.50,890.65,715.52,226.52,6.33,FALSE
3,2012-10-05,72.74,3.617,1750.80,NA,3.01,480.24,646.82,226.72,6.03,FALSE
3,2012-10-12,70.31,3.601,775.31,NA,2.78,498.54,328.16,226.92,6.03,FALSE
3,2012-10-19,73.44,3.594,629.25,NA,7.50,75.11,3010.32,226.97,6.03,FALSE
3,2012-10-26,74.66,3.506,370.99,6.35,4.00,5.94,180.07,226.99,6.03,FALSE
3,2012-11-02,61.61,3.386,3218.13,420.29,0.55,1498.52,749.71,227.01,6.03,FALSE
3,2012-11-09,68.72,3.314,2540.75,985.52,0.85,273.23,422.66,227.02,6.03,FALSE
3,2012-11-16,61.10,3.252,1933.43,197.19,48.60,433.85,961.97,227.06,6.03,FALSE
3,2012-11-23,61.69,3.211,145.30,NA,54466.91,NA,60.92,227.11,6.03,TRUE
3,2012-11-30,57.50,3.207,1573.54,NA,1095.99,157.62,2066.71,227.16,6.03,FALSE
3,2012-12-07,65.09,3.198,5342.10,NA,201.00,317.78,2210.24,227.21,6.03,FALSE
3,2012-12-14,54.72,3.168,1214.46,NA,28.00,119.11,861.40,227.27,6.03,FALSE
3,2012-12-21,59.39,3.098,3318.97,NA,10.00,397.02,296.66,227.39,6.03,FALSE
3,2012-12-28,51.76,3.108,6542.05,10952.76,70.60,201.38,327.07,227.51,6.03,TRUE
3,2013-01-04,46.52,3.161,2917.32,7821.32,0.20,171.09,570.60,227.64,6.11,FALSE
3,2013-01-11,49.83,3.243,2503.67,3395.00,0.52,160.25,1366.37,227.76,6.11,FALSE
3,2013-01-18,49.09,3.237,659.55,779.95,2.10,43.05,674.45,227.79,6.11,FALSE
3,2013-01-25,57.85,3.227,524.43,838.33,0.10,19.79,907.50,227.78,6.11,FALSE
3,2013-02-01,62.81,3.244,2513.52,665.85,30.00,3221.12,679.96,227.78,6.11,FALSE
3,2013-02-08,62.77,3.417,29091.04,224.97,163.55,6151.53,782.92,227.78,6.11,TRUE
3,2013-02-15,57.36,3.475,7962.18,1467.18,NA,940.34,1509.96,227.81,6.11,FALSE
3,2013-02-22,59.96,3.597,2005.31,1497.57,NA,122.48,527.75,227.96,6.11,FALSE
3,2013-03-01,54.19,3.711,3805.93,81.37,NA,108.54,490.13,228.11,6.11,FALSE
3,2013-03-08,57.25,3.658,6458.44,34.88,4.00,892.51,1095.59,228.25,6.11,FALSE
3,2013-03-15,61.99,3.622,3634.62,NA,1.50,149.77,637.86,228.38,6.11,FALSE
3,2013-03-22,70.38,3.611,2657.14,NA,246.00,392.86,450.58,228.47,6.11,FALSE
3,2013-03-29,60.69,3.606,2177.83,NA,199.96,103.87,672.00,228.56,6.11,FALSE
3,2013-04-05,65.89,3.583,9649.15,1285.04,316.30,65.46,835.58,228.64,6.00,FALSE
3,2013-04-12,67.56,3.529,900.72,716.86,53.54,151.17,637.16,228.73,6.00,FALSE
3,2013-04-19,71.69,3.451,976.83,0.01,60.00,40.40,851.01,228.73,6.00,FALSE
3,2013-04-26,65.23,3.417,539.28,NA,60.37,135.01,572.62,228.73,6.00,FALSE
3,2013-05-03,69.73,3.386,2889.32,13.00,10.61,496.24,1019.91,NA,NA,FALSE
3,2013-05-10,68.93,3.392,1455.45,78.00,27.23,125.67,1513.48,NA,NA,FALSE
3,2013-05-17,75.33,3.454,3388.65,145.00,2.00,321.80,1038.01,NA,NA,FALSE
3,2013-05-24,81.27,3.494,3234.31,53.00,136.40,280.23,1197.92,NA,NA,FALSE
3,2013-05-31,78.99,3.466,3301.63,8.51,144.57,56.15,628.77,NA,NA,FALSE
3,2013-06-07,80.11,3.439,3996.14,70.74,160.60,1534.40,1694.48,NA,NA,FALSE
3,2013-06-14,78.61,3.431,1728.99,94.80,235.00,433.38,1984.14,NA,NA,FALSE
3,2013-06-21,82.81,3.479,875.97,117.68,165.20,262.81,1858.59,NA,NA,FALSE
3,2013-06-28,85.14,3.495,1619.96,444.19,NA,364.24,1954.88,NA,NA,FALSE
3,2013-07-05,81.59,3.422,3251.59,937.90,310.40,1452.64,1440.44,NA,NA,FALSE
3,2013-07-12,84.86,3.4,1362.23,645.99,34.50,255.54,2033.65,NA,NA,FALSE
3,2013-07-19,81.11,3.556,718.43,228.54,37.00,521.39,627.68,NA,NA,FALSE
3,2013-07-26,85.53,3.62,586.26,256.64,NA,88.91,1152.08,NA,NA,FALSE
4,2010-02-05,43.76,2.598,NA,NA,NA,NA,NA,126.44,8.62,FALSE
4,2010-02-12,28.84,2.573,NA,NA,NA,NA,NA,126.50,8.62,TRUE
4,2010-02-19,36.45,2.54,NA,NA,NA,NA,NA,126.53,8.62,FALSE
4,2010-02-26,41.36,2.59,NA,NA,NA,NA,NA,126.55,8.62,FALSE
4,2010-03-05,43.49,2.654,NA,NA,NA,NA,NA,126.58,8.62,FALSE
4,2010-03-12,49.63,2.704,NA,NA,NA,NA,NA,126.60,8.62,FALSE
4,2010-03-19,55.19,2.743,NA,NA,NA,NA,NA,126.61,8.62,FALSE
4,2010-03-26,39.91,2.752,NA,NA,NA,NA,NA,126.61,8.62,FALSE
4,2010-04-02,48.77,2.74,NA,NA,NA,NA,NA,126.60,7.90,FALSE
4,2010-04-09,54.16,2.773,NA,NA,NA,NA,NA,126.60,7.90,FALSE
4,2010-04-16,56.23,2.81,NA,NA,NA,NA,NA,126.56,7.90,FALSE
4,2010-04-23,56.87,2.805,NA,NA,NA,NA,NA,126.47,7.90,FALSE
4,2010-04-30,53.04,2.787,NA,NA,NA,NA,NA,126.38,7.90,FALSE
4,2010-05-07,56.77,2.836,NA,NA,NA,NA,NA,126.29,7.90,FALSE
4,2010-05-14,62.35,2.845,NA,NA,NA,NA,NA,126.21,7.90,FALSE
4,2010-05-21,67.40,2.82,NA,NA,NA,NA,NA,126.18,7.90,FALSE
4,2010-05-28,67.73,2.756,NA,NA,NA,NA,NA,126.16,7.90,FALSE
4,2010-06-04,70.83,2.701,NA,NA,NA,NA,NA,126.14,7.90,FALSE
4,2010-06-11,78.45,2.668,NA,NA,NA,NA,NA,126.11,7.90,FALSE
4,2010-06-18,81.53,2.635,NA,NA,NA,NA,NA,126.11,7.90,FALSE
4,2010-06-25,81.10,2.654,NA,NA,NA,NA,NA,126.13,7.90,FALSE
4,2010-07-02,73.66,2.668,NA,NA,NA,NA,NA,126.14,7.37,FALSE
4,2010-07-09,80.35,2.637,NA,NA,NA,NA,NA,126.15,7.37,FALSE
4,2010-07-16,78.53,2.621,NA,NA,NA,NA,NA,126.15,7.37,FALSE
4,2010-07-23,79.78,2.612,NA,NA,NA,NA,NA,126.13,7.37,FALSE
4,2010-07-30,80.70,2.65,NA,NA,NA,NA,NA,126.11,7.37,FALSE
4,2010-08-06,76.53,2.64,NA,NA,NA,NA,NA,126.09,7.37,FALSE
4,2010-08-13,78.08,2.698,NA,NA,NA,NA,NA,126.06,7.37,FALSE
4,2010-08-20,78.83,2.671,NA,NA,NA,NA,NA,126.08,7.37,FALSE
